	Kingdom	Phylum	Class	Order	Family	Genus	Species
16S_ASV_6435	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_6436	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6437	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
16S_ASV_6438	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Meiothermus	NA
16S_ASV_6439	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_6440	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
16S_ASV_6441	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
16S_ASV_6442	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA	NA
16S_ASV_6443	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	christensenii
16S_ASV_6444	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
16S_ASV_6445	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	NA
16S_ASV_6446	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	NA	NA
16S_ASV_6447	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6448	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6449	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas	NA
16S_ASV_6450	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
16S_ASV_6451	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA	NA
16S_ASV_6452	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
16S_ASV_6453	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_6454	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
16S_ASV_6455	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Tepidimicrobium	NA
16S_ASV_6456	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
16S_ASV_6457	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
16S_ASV_6458	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	NA	NA	NA
16S_ASV_6459	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	NA	NA
16S_ASV_6460	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6461	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6462	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	NA
16S_ASV_6463	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
16S_ASV_6464	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
16S_ASV_6465	Bacteria	Actinobacteriota	Actinobacteria	Euzebyales	Euzebyaceae	NA	NA
16S_ASV_6466	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
16S_ASV_6467	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA	NA
16S_ASV_6468	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
16S_ASV_6469	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA
16S_ASV_6470	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	NA	NA
16S_ASV_6471	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6472	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6473	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA	NA
16S_ASV_6474	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
16S_ASV_6475	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	gir-aah93h0	NA	NA
16S_ASV_6476	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	NA	NA
16S_ASV_6477	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6478	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
16S_ASV_6479	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
16S_ASV_6480	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
16S_ASV_6481	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
16S_ASV_6482	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6483	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
16S_ASV_6484	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gilvibacter	NA
16S_ASV_6485	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
16S_ASV_6486	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6487	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6488	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
16S_ASV_6489	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
16S_ASV_6490	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
16S_ASV_6491	Bacteria	Planctomycetota	Phycisphaerae	CCM11a	NA	NA	NA
16S_ASV_6492	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6493	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
16S_ASV_6494	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6495	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_6496	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	NA
16S_ASV_6497	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6498	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
16S_ASV_6499	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
16S_ASV_6500	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
16S_ASV_6501	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_6502	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	NA	NA	NA
16S_ASV_6503	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_6504	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus	NA
16S_ASV_6505	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
16S_ASV_6506	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Fokiniaceae	Candidatus Defluviella	NA
16S_ASV_6507	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6508	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius	NA
16S_ASV_6509	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6510	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus	NA
16S_ASV_6511	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	NA	NA
16S_ASV_6512	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
16S_ASV_6513	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
16S_ASV_6514	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_6515	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
16S_ASV_6516	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6517	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	NA
16S_ASV_6518	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Maricaulis	NA
16S_ASV_6519	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Haliea	NA
16S_ASV_6520	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6521	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	NA	NA	NA
16S_ASV_6522	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	SZB85	NA
16S_ASV_6523	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6524	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6525	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
16S_ASV_6526	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6527	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6528	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6529	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA	NA
16S_ASV_6530	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_6531	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salinihabitans	NA
16S_ASV_6532	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6533	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6534	Bacteria	Actinobacteriota	Actinobacteria	FFCH16263	NA	NA	NA
16S_ASV_6535	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_6536	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
16S_ASV_6537	Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	Mucispirillum	NA
16S_ASV_6538	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6539	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6540	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	NA	NA	NA
16S_ASV_6541	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
16S_ASV_6542	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA	NA
16S_ASV_6543	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6544	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salinihabitans	NA
16S_ASV_6545	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Pontibacterium	NA
16S_ASV_6546	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
16S_ASV_6547	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA	NA
16S_ASV_6548	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6549	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6550	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
16S_ASV_6551	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6552	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	NA	NA
16S_ASV_6553	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
16S_ASV_6554	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
16S_ASV_6555	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_6556	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
16S_ASV_6557	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
16S_ASV_6558	Bacteria	Proteobacteria	Alphaproteobacteria	Dstr-E11	NA	NA	NA
16S_ASV_6559	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6560	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB	NA
16S_ASV_6561	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicella	NA
16S_ASV_6562	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Criblamydiaceae	Estrella	NA
16S_ASV_6563	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
16S_ASV_6564	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
16S_ASV_6565	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6566	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6567	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_6568	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6569	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
16S_ASV_6570	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6571	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6572	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
16S_ASV_6573	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6574	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_6575	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	NA	NA	NA
16S_ASV_6576	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	NA
16S_ASV_6577	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA	NA
16S_ASV_6578	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_6579	Bacteria	Proteobacteria	Alphaproteobacteria	Dstr-E11	NA	NA	NA
16S_ASV_6580	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6581	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_6582	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA	NA
16S_ASV_6583	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
16S_ASV_6584	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6585	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetovibrio	NA
16S_ASV_6586	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Lutibaculaceae	Lutibaculum	NA
16S_ASV_6587	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium	NA
16S_ASV_6588	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
16S_ASV_6589	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
16S_ASV_6590	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
16S_ASV_6591	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	MWH-CFBk5	NA	NA
16S_ASV_6592	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6593	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_6594	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	Fodinicurvata	NA
16S_ASV_6595	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	NA
16S_ASV_6596	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	NA	NA	NA
16S_ASV_6597	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
16S_ASV_6598	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
16S_ASV_6599	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6600	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadales Incertae Sedis	Eilatimonas	NA
16S_ASV_6601	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha	NA
16S_ASV_6602	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella	NA
16S_ASV_6603	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_6604	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
16S_ASV_6605	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
16S_ASV_6606	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_6607	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
16S_ASV_6608	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
16S_ASV_6609	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
16S_ASV_6610	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6611	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinatimonas	hippei
16S_ASV_6612	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
16S_ASV_6613	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira	NA
16S_ASV_6614	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6615	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
16S_ASV_6617	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
16S_ASV_6618	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6619	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
16S_ASV_6620	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Parvularcula	NA
16S_ASV_6621	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6622	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	NA
16S_ASV_6623	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Aestuariicella	NA
16S_ASV_6624	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
16S_ASV_6625	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
16S_ASV_6626	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
16S_ASV_6627	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6628	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	NA	NA
16S_ASV_6629	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	NA
16S_ASV_6630	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6631	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
16S_ASV_6632	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	NA
16S_ASV_6633	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6634	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
16S_ASV_6635	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Tepidiphilus	NA
16S_ASV_6636	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfospira	NA
16S_ASV_6637	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
16S_ASV_6638	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6639	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
16S_ASV_6640	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6641	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
16S_ASV_6642	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6643	Bacteria	NB1-j	NA	NA	NA	NA	NA
16S_ASV_6644	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
16S_ASV_6645	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
16S_ASV_6646	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
16S_ASV_6647	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
16S_ASV_6648	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_6649	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6650	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
16S_ASV_6651	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA	NA
16S_ASV_6652	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6653	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tistlia	NA
16S_ASV_6654	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
16S_ASV_6655	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
16S_ASV_6656	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA	NA
16S_ASV_6657	Bacteria	Acidobacteriota	NA	NA	NA	NA	NA
16S_ASV_6658	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
16S_ASV_6659	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
16S_ASV_6660	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium	NA
16S_ASV_6661	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SM23-30	NA	NA
16S_ASV_6662	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
16S_ASV_6663	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
16S_ASV_6664	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6665	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
16S_ASV_6666	Bacteria	PAUC34f	NA	NA	NA	NA	NA
16S_ASV_6667	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	NA
16S_ASV_6668	Bacteria	WPS-2	NA	NA	NA	NA	NA
16S_ASV_6669	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7	NA
16S_ASV_6670	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
16S_ASV_6671	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	NA
16S_ASV_6672	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA	NA
16S_ASV_6673	Bacteria	Firmicutes	Thermoanaerobacteria	Thermoanaerobacterales	Family III	Thermoanaerobacterium	NA
16S_ASV_6674	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	SAR92 clade	NA
16S_ASV_6675	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	NA	NA
16S_ASV_6676	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Endozoicomonadaceae	Endozoicomonas	NA
16S_ASV_6677	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	NA	NA
16S_ASV_6678	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA	NA
16S_ASV_6679	Bacteria	Acidobacteriota	Subgroup 5	NA	NA	NA	NA
16S_ASV_6680	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	NA
16S_ASV_6681	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	NA
16S_ASV_6682	Bacteria	Acidobacteriota	Acidobacteriae	PAUC26f	NA	NA	NA
16S_ASV_6683	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	NA	NA	NA
16S_ASV_6684	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
16S_ASV_6685	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Asaccharospora	NA
16S_ASV_6686	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
16S_ASV_6687	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	NA	NA
16S_ASV_6688	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-002	NA
16S_ASV_6689	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA	NA
16S_ASV_6690	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
16S_ASV_6691	Bacteria	NA	NA	NA	NA	NA	NA
16S_ASV_6692	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
16S_ASV_6693	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	NA	NA
16S_ASV_6694	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	NA
16S_ASV_6695	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Rubinisphaera	NA
16S_ASV_6696	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	NA
16S_ASV_6697	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
16S_ASV_6698	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	NA	NA
16S_ASV_6699	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
16S_ASV_6700	Bacteria	NA	NA	NA	NA	NA	NA
